Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type
52.53,Male,53.68,1.74,173.22,155.96,54.17,1.37,1317.39,Cardio
28.07,Female,68.21,1.67,171.14,157.3,74.0,0.62,613.8,Strength
42.79,Female,66.06,1.83,177.52,136.31,58.69,1.12,1210.61,Strength
25.92,Female,76.57,1.63,198.71,139.12,72.1,1.08,949.54,Cardio
46.83,Female,66.36,1.71,181.16,168.55,71.15,1.41,1243.06,Cardio
46.03,Female,58.96,1.7,180.21,155.03,52.76,1.52,1185.6,Yoga
28.93,Male,125.45,2.0,185.96,151.97,66.8,1.37,987.22,Yoga
46.52,Female,88.18,1.6,186.04,126.49,60.17,1.87,1941.81,Cardio
19.99,Male,85.82,1.92,171.84,136.26,58.07,1.72,1340.57,Yoga
57.09,Female,64.58,1.56,176.93,143.71,72.89,1.51,1572.82,Cardio
42.37,Female,58.88,1.74,194.78,140.77,52.18,1.78,2082.6,Strength
26.42,Female,64.25,1.52,195.13,119.82,60.18,1.18,1558.9,HIIT
34.41,Male,68.1,1.68,168.94,127.96,56.79,0.67,809.23,HIIT
32.31,Female,61.37,1.58,182.66,134.78,53.98,1.88,1952.19,Cardio
39.15,Female,63.83,1.56,182.58,147.32,65.9,1.23,811.06,Yoga
40.83,Female,72.1,1.64,165.14,146.92,53.84,1.42,1879.09,HIIT
34.99,Male,55.13,1.56,187.01,138.77,55.9,1.7,1992.06,Strength
40.6,Male,43.1,1.77,181.86,165.08,57.83,1.19,1048.15,Cardio
36.07,Male,84.22,1.94,168.31,122.85,49.93,1.8,2102.76,Strength
36.82,Male,103.57,1.89,174.92,168.25,56.62,0.55,666.71,HIIT
43.03,Female,61.15,1.58,164.85,149.69,50.07,1.87,1941.81,Cardio
52.66,Male,84.57,1.76,165.06,136.76,69.23,1.67,1950.89,Strength
39.57,Male,60.67,1.87,182.94,140.88,60.78,1.21,1598.53,HIIT
53.54,Female,105.78,1.84,176.15,130.04,61.96,0.7,693.0,Strength
30.74,Female,70.63,1.98,198.83,128.89,60.76,0.7,847.77,HIIT
28.52,Female,81.42,1.98,160.13,145.53,50.13,1.65,1287.0,Yoga
19.73,Male,120.75,1.73,185.74,152.69,66.93,1.01,1332.09,HIIT
18.0,Male,57.56,1.75,192.72,160.11,74.33,1.29,1702.8,HIIT
40.12,Female,57.98,1.98,198.36,138.29,73.97,1.43,1890.75,HIIT
42.91,Male,57.74,1.61,178.74,123.61,54.31,1.05,1134.0,Strength
21.85,Male,88.91,1.62,174.01,161.91,69.0,1.88,1463.02,Yoga
28.03,Female,121.42,1.94,185.06,127.31,51.96,1.03,740.36,Yoga
44.86,Male,80.98,1.61,164.43,140.89,55.08,1.13,1489.11,HIIT
26.25,Female,64.44,1.5,194.11,134.31,60.12,1.92,2251.58,Strength
59.2,Male,126.09,1.68,167.63,148.95,68.16,1.24,817.66,Yoga
21.04,Male,76.1,1.65,179.97,153.78,62.08,1.14,1501.04,HIIT
30.85,Female,53.84,1.64,182.81,141.52,69.88,0.57,374.83,Yoga
41.39,Female,74.71,1.61,159.93,136.41,51.1,1.06,1146.71,Strength
53.46,Female,78.16,1.65,163.99,125.53,49.99,1.24,1092.19,Cardio
50.39,Male,43.4,1.53,167.78,155.0,65.04,1.42,1022.4,Yoga
39.05,Male,84.9,1.89,163.06,140.63,61.3,0.77,675.75,Cardio
38.32,Male,59.39,1.72,195.89,147.96,67.88,1.07,1028.06,Cardio
38.08,Female,76.6,1.58,199.29,129.8,53.05,0.75,494.55,Yoga
26.24,Male,127.26,1.73,167.12,160.41,61.99,1.32,1598.65,HIIT
45.01,Male,92.96,1.91,174.87,142.89,54.86,1.03,741.6,Yoga
47.64,Female,68.48,1.69,170.19,158.86,72.7,0.74,895.4,HIIT
29.79,Female,101.08,1.68,182.4,134.47,60.77,1.45,1914.0,HIIT
46.26,Male,46.9,1.72,170.72,146.79,56.99,1.41,1707.65,HIIT
28.23,Male,79.51,1.59,180.81,130.24,54.05,1.48,1950.34,HIIT
56.41,Female,125.58,1.86,196.95,128.86,64.17,0.99,711.61,Yoga
30.85,Female,61.15,1.76,189.1,149.97,66.93,1.81,2119.33,Strength
18.27,Male,54.74,1.68,176.08,158.0,71.16,1.27,1216.15,Cardio
27.12,Male,76.72,1.97,179.81,165.01,60.96,1.12,739.87,Yoga
30.58,Female,64.89,1.7,159.95,143.8,69.84,1.97,2817.1,HIIT
57.81,Female,59.8,1.58,166.03,164.92,56.1,1.97,2297.81,Strength
18.4,Female,60.55,1.79,190.94,126.04,68.95,1.12,1353.97,HIIT
21.94,Male,42.83,1.56,173.99,133.0,65.96,1.47,1413.55,Cardio
19.97,Female,70.66,1.69,167.28,162.99,51.96,1.28,1688.19,HIIT
42.98,Female,108.18,1.73,174.1,150.12,65.9,1.33,1319.09,Strength
28.41,Female,108.95,1.79,182.3,119.92,68.04,1.34,1287.47,Cardio
42.26,Male,58.17,1.57,167.52,121.74,51.78,1.83,1901.74,Cardio
52.53,Female,67.23,1.6,185.06,119.75,70.06,1.34,1765.85,HIIT
47.02,Male,80.06,1.77,171.27,149.1,68.18,0.73,882.5,HIIT
21.03,Female,50.61,1.71,173.92,132.06,73.04,1.07,1413.58,HIIT
33.09,Female,77.7,1.68,183.17,134.97,55.02,1.29,1394.36,Strength
42.06,Female,62.98,1.77,182.9,133.67,58.83,1.32,1427.98,Strength
55.22,Male,70.0,1.81,179.18,166.57,56.86,1.2,1584.0,HIIT
56.32,Female,55.67,1.53,190.37,124.15,65.76,1.91,1986.4,Cardio
34.11,Female,68.57,1.68,169.07,128.15,56.94,0.69,455.4,Yoga
33.31,Female,50.81,1.62,162.18,157.9,53.22,1.41,1520.26,Strength
26.61,Female,106.01,1.86,181.92,123.62,49.91,1.35,891.0,Yoga
40.83,Female,64.21,1.71,164.35,130.99,54.04,1.2,862.56,Yoga
57.14,Female,45.63,1.76,165.12,130.17,60.05,1.45,1564.7,Strength
43.16,Female,81.31,1.78,188.3,151.79,64.85,1.57,1634.06,Cardio
29.81,Male,91.06,1.99,171.02,152.24,60.18,1.37,1313.01,Cardio
49.99,Female,51.99,1.5,181.99,141.26,58.03,1.32,1595.75,HIIT
54.19,Male,66.61,1.68,190.95,164.31,63.0,0.55,362.34,Yoga
36.3,Male,112.27,1.63,164.1,134.71,57.94,1.02,1347.52,HIIT
45.0,Female,74.11,1.74,180.81,152.27,49.95,1.18,1560.2,HIIT
37.21,Male,103.93,1.89,174.89,167.68,57.15,0.54,653.4,HIIT
59.09,Male,54.36,1.75,167.69,134.41,68.92,1.48,1418.43,Cardio
44.91,Female,88.26,1.78,197.96,167.0,66.87,1.54,2203.89,HIIT
57.31,Male,64.01,1.56,176.85,143.89,73.03,1.52,1186.51,Yoga
21.99,Female,45.35,1.72,166.27,132.12,54.08,1.47,1411.2,Cardio
45.51,Female,66.4,1.73,162.87,141.71,55.79,1.11,976.8,Cardio
39.11,Female,102.76,1.94,192.22,133.81,49.89,0.89,1077.88,HIIT
48.66,Female,82.82,1.95,182.97,158.7,72.77,1.92,1995.26,Cardio
52.68,Male,68.04,1.71,181.13,139.43,56.96,1.05,1134.0,Strength
45.02,Female,58.93,1.72,194.17,149.69,65.11,1.31,1255.5,Cardio
33.88,Male,53.79,1.52,190.14,132.56,60.0,1.13,747.16,Yoga
43.25,Male,57.94,1.61,178.84,124.26,53.88,1.04,1375.09,HIIT
38.04,Male,122.87,1.62,160.72,165.5,64.75,1.34,1445.99,Strength
42.08,Male,46.19,1.78,184.12,138.91,62.88,0.61,536.8,Cardio
25.24,Female,59.19,1.51,184.95,160.57,53.94,1.62,1686.1,Cardio
55.9,Male,89.25,1.68,176.18,152.13,64.79,1.77,1839.38,Cardio
54.31,Female,74.99,1.72,194.09,154.0,59.85,0.97,640.2,Yoga
22.17,Female,45.9,1.77,164.41,138.99,73.06,1.04,916.86,Cardio
31.99,Female,84.38,1.74,195.01,127.22,63.01,1.45,956.13,Yoga
29.88,Male,78.07,1.77,166.49,130.34,62.0,1.43,1369.37,Cardio
32.87,Male,103.32,1.75,186.09,139.68,52.93,1.41,1864.3,HIIT
52.37,Female,70.95,1.72,193.61,142.6,65.93,1.3,1404.0,Strength
29.08,Female,87.21,1.62,173.65,122.04,55.02,1.53,2186.22,HIIT
38.18,Female,46.79,1.74,197.83,166.73,64.17,1.03,1361.87,HIIT
25.28,Male,81.5,1.62,170.29,158.91,62.82,1.93,1506.56,Yoga
50.18,Male,51.81,1.71,199.29,154.92,64.22,1.47,968.44,Yoga
23.29,Male,78.09,1.73,192.28,156.36,56.05,1.48,1950.34,HIIT
42.09,Female,79.46,1.93,180.77,146.64,49.82,1.21,1197.9,Strength
22.86,Male,70.81,1.72,163.69,169.15,74.15,1.26,1521.83,HIIT
56.67,Female,126.69,1.63,160.78,133.47,73.17,0.97,854.38,Cardio
44.17,Female,98.52,1.83,194.33,130.34,56.14,1.27,1369.31,Strength
35.99,Male,109.83,1.77,191.05,155.47,74.01,1.18,1168.2,Strength
20.87,Male,77.0,1.65,180.07,154.36,62.01,1.15,1101.24,Cardio
20.99,Female,50.7,1.71,173.77,131.85,73.06,1.06,763.2,Yoga
48.81,Female,105.81,1.64,198.04,155.01,58.93,1.21,1308.98,Strength
38.24,Male,68.95,1.92,170.28,150.31,73.08,1.31,1730.64,HIIT
26.91,Male,89.13,1.64,192.14,162.0,64.18,1.82,2596.59,HIIT
49.09,Female,57.88,1.89,192.37,134.75,61.67,1.15,1014.76,Cardio
41.96,Male,57.73,1.57,166.88,121.7,51.91,1.84,1436.3,Yoga
21.04,Male,88.41,1.6,198.3,120.75,66.94,1.7,1324.98,Yoga
21.78,Female,102.68,1.85,190.03,157.33,67.01,1.49,1431.59,Cardio
35.0,Female,59.35,1.66,197.01,160.85,59.04,1.3,858.78,Yoga
43.49,Male,53.81,1.72,172.77,160.54,70.96,1.03,987.98,Cardio
50.24,Male,58.12,1.58,198.9,119.4,50.02,1.94,2271.55,Strength
36.11,Female,58.77,1.75,178.14,128.25,58.16,1.0,988.2,Strength
56.96,Male,75.35,1.63,161.55,131.0,60.02,0.68,449.62,Yoga
24.99,Male,47.34,1.71,184.96,142.29,56.09,0.88,872.78,Strength
45.9,Female,108.67,1.64,185.14,169.05,62.82,1.4,1234.24,Cardio
25.11,Female,64.91,1.77,159.89,140.61,58.19,0.9,794.16,Cardio
31.1,Male,48.81,1.65,163.03,166.48,60.04,1.1,1089.0,Strength
40.38,Male,93.65,1.93,187.81,156.28,60.21,1.38,1367.44,Strength
50.96,Female,62.83,1.8,190.87,129.61,71.93,1.07,770.4,Yoga
42.92,Female,66.66,1.83,177.61,135.62,58.89,1.1,1450.79,HIIT
41.96,Female,62.89,1.98,172.8,126.22,61.13,1.42,1020.7,Yoga
18.18,Male,114.43,1.97,192.05,127.7,60.08,1.02,1236.44,HIIT
53.87,Female,67.43,1.54,181.82,139.52,49.91,0.73,884.91,HIIT
31.41,Male,76.6,1.62,174.15,127.47,74.07,1.39,1498.7,Strength
28.03,Female,55.78,1.5,193.24,127.26,56.01,1.94,1509.71,Yoga
46.99,Female,88.64,1.6,185.96,125.76,59.86,1.86,2177.87,Strength
32.79,Female,78.35,1.66,160.98,155.66,68.89,1.3,1406.34,Strength
41.08,Male,78.66,1.72,172.33,131.77,62.09,1.01,1333.2,HIIT
33.81,Male,52.52,1.77,170.85,129.35,52.67,1.36,1305.6,Cardio
37.98,Female,59.5,1.72,195.99,147.83,68.05,1.06,1399.2,HIIT
48.3,Female,68.48,1.69,170.02,159.69,73.12,0.76,753.08,Strength
42.27,Male,78.74,1.93,180.86,147.39,50.07,1.22,1205.6,Strength
53.56,Male,104.95,1.84,175.84,130.1,62.16,0.68,822.8,HIIT
18.91,Male,64.69,1.52,187.73,129.83,71.01,1.23,1488.3,HIIT
56.14,Female,59.63,1.57,181.57,154.61,57.06,1.26,1361.93,Strength
29.15,Female,55.35,1.61,176.88,128.41,50.8,1.41,1395.9,Strength
33.91,Female,50.5,1.62,162.19,157.52,53.07,1.41,1351.34,Cardio
41.83,Male,46.32,1.77,184.34,138.89,63.01,0.61,536.8,Cardio
46.45,Male,88.57,1.63,166.11,145.74,66.0,0.75,495.45,Yoga
43.71,Female,42.82,1.78,166.93,158.86,64.03,1.49,1072.8,Yoga
27.03,Male,108.22,1.8,173.81,122.11,69.95,1.39,1000.8,Yoga
19.14,Male,48.17,1.68,176.05,146.98,64.25,1.04,1258.4,HIIT
56.29,Male,128.67,1.78,194.27,125.55,64.47,1.3,1141.92,Cardio
58.91,Female,86.56,1.76,193.99,123.06,60.18,1.14,1230.17,Strength
51.81,Female,71.46,1.72,194.28,143.17,65.68,1.31,943.2,Yoga
29.73,Female,85.62,1.95,159.7,155.24,67.83,1.62,2316.6,HIIT
25.37,Male,66.89,1.61,183.53,166.02,55.82,1.38,912.46,Yoga
25.07,Female,88.38,1.95,181.76,130.78,67.9,1.4,924.84,Yoga
41.9,Female,63.36,1.97,172.86,126.21,60.92,1.41,1015.2,Yoga
42.1,Female,88.03,1.93,188.0,157.83,65.34,1.68,2402.4,HIIT
41.15,Male,67.06,1.77,161.31,148.58,50.02,1.21,1308.98,Strength
50.89,Male,115.03,1.67,188.93,138.96,54.92,1.39,1334.4,Cardio
39.95,Male,51.23,1.82,161.12,159.68,71.07,0.9,891.0,Strength
55.86,Male,125.41,1.8,188.99,131.16,73.23,1.25,1199.0,Cardio
45.36,Female,58.29,1.72,193.77,150.08,64.74,1.32,1268.26,Cardio
23.06,Female,65.1,1.62,192.19,156.06,58.89,1.37,983.93,Yoga
45.94,Female,55.37,1.72,163.93,137.27,65.89,1.42,1364.34,Cardio
41.14,Female,63.15,1.59,161.95,153.13,55.02,1.84,2151.14,Strength
33.94,Male,65.25,1.62,199.14,164.33,55.88,0.82,811.06,Strength
38.86,Male,62.24,1.64,194.88,127.34,54.32,0.97,1172.63,HIIT
53.31,Female,68.55,1.97,193.61,138.95,69.03,1.31,1729.2,HIIT
40.08,Male,106.2,1.65,161.84,161.98,74.07,1.33,959.2,Yoga
50.5,Female,68.88,1.68,182.38,135.3,50.95,1.2,792.0,Yoga
36.86,Female,53.18,1.71,183.92,156.69,50.35,1.13,1489.11,HIIT
25.15,Male,58.03,1.58,188.11,145.19,52.09,1.36,980.02,Yoga
24.95,Male,62.92,1.65,173.63,142.46,60.9,1.21,1468.09,HIIT
28.33,Male,87.49,1.76,197.2,121.36,60.12,1.2,1297.08,Strength
27.99,Male,79.24,1.58,181.02,130.38,54.01,1.49,1963.52,HIIT
37.79,Male,92.0,1.77,178.06,139.84,74.24,0.8,703.36,Cardio
18.65,Male,49.76,1.68,192.98,145.25,64.04,1.22,1167.3,Cardio
56.4,Male,128.86,1.78,194.17,126.13,63.83,1.3,1287.0,Strength
37.75,Female,122.88,1.62,161.05,164.95,65.01,1.35,1782.0,HIIT
18.16,Female,62.9,1.63,161.6,120.48,72.92,0.66,435.2,Yoga
27.31,Female,75.64,1.76,167.16,132.2,66.32,0.69,456.23,Yoga
35.73,Male,90.2,1.65,169.33,157.33,70.98,1.39,999.13,Yoga
55.13,Female,43.45,1.69,186.37,140.46,55.86,0.9,792.0,Cardio
46.15,Male,74.63,1.53,179.04,150.62,66.05,1.31,1414.8,Strength
28.77,Male,68.02,1.71,190.13,149.84,59.9,0.77,762.3,Strength
26.74,Female,65.14,1.52,195.1,120.03,60.02,1.2,1586.64,HIIT
57.77,Female,52.4,1.79,172.97,169.14,51.86,1.12,1351.5,HIIT
19.0,Female,88.48,1.77,174.81,127.24,71.9,1.5,1438.8,Cardio
18.0,Female,67.52,1.8,174.06,152.59,50.13,1.09,1437.6,HIIT
42.98,Female,42.43,1.65,161.81,147.42,58.76,1.33,1752.67,HIIT
45.24,Female,56.92,1.55,194.03,121.58,58.08,1.67,1740.81,Cardio
38.05,Female,72.08,1.77,196.87,142.13,71.99,1.13,1118.7,Strength
38.99,Female,60.2,1.83,169.8,153.64,59.06,1.36,979.2,Yoga
19.76,Female,74.93,1.75,184.32,120.94,73.09,1.32,1427.98,Strength
36.21,Male,48.38,1.68,194.24,144.18,56.1,1.24,819.89,Yoga
45.28,Female,64.76,1.78,179.99,158.01,65.73,1.47,1777.08,HIIT
21.19,Male,74.21,1.93,186.83,140.95,56.05,1.32,1740.95,HIIT
33.92,Male,74.92,1.6,193.01,130.51,50.99,0.65,787.22,HIIT
40.72,Male,57.99,1.56,173.92,135.85,62.79,0.62,613.8,Strength
41.07,Male,62.77,1.79,180.8,162.43,72.89,2.0,2860.0,HIIT
45.17,Female,60.04,1.51,169.43,141.85,64.62,1.16,1252.8,Strength
25.77,Female,61.86,1.61,198.01,139.24,58.07,1.88,2197.91,Strength
47.07,Female,46.19,1.93,166.29,158.97,64.98,1.29,1699.96,HIIT
44.61,Male,65.56,1.77,179.8,158.33,65.92,1.47,967.55,Yoga
39.85,Male,63.71,1.62,185.16,142.97,72.02,1.31,1589.42,HIIT
19.78,Female,71.66,1.58,167.09,167.01,53.86,1.06,1018.45,Cardio
20.13,Female,124.38,1.82,194.24,145.24,63.12,1.25,1353.38,Strength
46.95,Female,66.53,1.71,180.66,168.05,71.18,1.42,938.05,Yoga
32.01,Male,86.63,1.6,176.29,144.58,60.11,2.0,2341.8,Strength
44.8,Male,85.51,1.86,185.67,136.33,66.04,1.63,1905.63,Strength
38.08,Male,122.36,1.62,160.85,164.6,64.93,1.35,972.0,Yoga
27.97,Male,72.49,1.67,196.92,146.55,73.89,1.13,812.92,Yoga
43.91,Male,65.52,1.8,191.88,139.02,67.88,0.74,651.2,Cardio
37.7,Female,86.26,1.8,167.76,148.79,67.88,1.71,1778.4,Cardio
49.13,Female,45.4,1.74,164.39,155.7,72.95,1.24,1334.74,Strength
22.95,Male,86.99,1.91,164.44,128.59,57.88,1.87,2674.1,HIIT
54.03,Male,66.62,1.73,195.31,128.91,62.11,1.23,811.06,Yoga
45.51,Female,45.3,1.77,184.87,162.21,57.98,1.47,1588.92,Strength
43.0,Male,53.83,1.72,172.77,160.49,70.99,1.04,749.42,Yoga
38.27,Male,56.6,1.6,179.68,142.07,53.05,1.22,875.47,Yoga
50.95,Male,88.7,1.62,163.08,133.14,72.12,1.56,1825.2,Strength
18.78,Male,111.0,1.91,161.08,148.83,53.91,1.32,1161.6,Cardio
54.96,Male,76.44,1.73,195.62,158.58,64.61,1.08,1069.2,Strength
49.78,Male,67.4,1.75,161.31,120.16,58.79,0.66,579.74,Cardio
47.27,Female,127.94,1.65,198.16,157.13,60.08,0.78,772.9,Strength
53.88,Male,78.58,1.66,194.95,130.89,55.08,1.42,1871.28,HIIT
50.78,Female,70.8,1.55,177.86,138.94,53.89,1.41,1238.54,Cardio
53.17,Male,105.67,1.84,176.08,130.14,62.0,0.7,847.0,HIIT
51.05,Female,59.48,1.65,198.0,153.15,53.2,1.21,1306.8,Strength
35.43,Male,59.44,1.72,161.29,127.76,51.32,1.63,1697.81,Cardio
46.03,Female,88.57,1.63,165.58,145.57,65.99,0.75,907.5,HIIT
22.71,Female,43.34,1.62,196.24,121.85,58.1,0.59,520.14,Cardio
46.71,Male,88.98,1.84,168.08,159.5,65.2,1.43,1544.4,Strength
26.02,Male,54.71,1.53,175.26,147.94,53.98,1.13,1116.67,Strength
56.51,Female,55.49,1.53,190.33,124.33,65.88,1.9,2224.71,Strength
26.93,Male,63.52,1.52,194.88,119.96,59.82,1.19,1142.4,Cardio
38.27,Female,56.26,1.71,183.44,148.11,58.77,1.95,1518.66,Yoga
35.32,Male,70.03,1.79,185.03,125.56,63.08,1.08,1035.94,Cardio
56.75,Female,96.06,1.74,199.41,144.15,53.87,1.21,1160.63,Cardio
27.84,Male,79.46,1.59,180.74,129.97,53.91,1.49,1073.69,Yoga
20.11,Male,46.34,1.68,187.18,144.9,72.0,0.9,1091.97,HIIT
20.06,Male,75.99,1.73,165.28,152.09,62.94,1.38,992.77,Yoga
29.34,Male,69.18,1.72,170.73,167.45,61.96,1.08,1035.07,Cardio
23.07,Female,78.47,1.73,191.75,155.94,56.03,1.47,1061.05,Yoga
44.8,Male,41.41,1.58,194.84,167.88,71.19,1.47,1456.62,Strength
19.64,Male,75.01,1.58,172.14,165.83,61.84,1.05,1386.0,HIIT
22.02,Female,86.21,1.9,186.25,128.53,57.84,1.91,2733.4,HIIT
47.92,Female,71.56,1.64,179.14,153.73,59.97,1.46,1052.95,Yoga
26.17,Female,51.15,2.0,173.35,132.75,53.78,0.76,669.41,Cardio
40.83,Female,77.9,1.76,161.96,160.99,71.02,1.27,1218.18,Cardio
40.99,Male,77.85,1.71,172.01,132.59,62.1,1.01,1330.98,HIIT
24.38,Female,54.38,1.74,160.23,167.03,53.05,0.84,830.84,Strength
33.81,Female,69.37,1.53,167.3,133.99,58.94,1.36,1197.89,Cardio
51.66,Male,85.49,1.82,174.08,153.99,57.01,1.78,1848.35,Cardio
40.77,Female,71.25,1.64,164.88,147.14,53.81,1.41,1521.53,Strength
50.05,Male,96.6,1.72,187.98,125.43,62.07,1.45,1393.16,Cardio
55.79,Female,56.13,1.93,181.1,136.08,61.6,0.67,589.6,Cardio
28.89,Male,48.53,1.57,167.88,131.37,52.98,1.33,1751.21,HIIT
45.04,Female,48.63,1.64,168.11,159.02,67.12,1.25,1650.0,HIIT
26.23,Male,78.34,1.62,176.57,126.23,73.07,1.16,1114.53,Cardio
42.98,Male,109.0,1.73,173.71,150.07,65.68,1.32,1598.65,HIIT
57.2,Male,96.18,1.74,198.79,144.23,53.72,1.22,1614.43,HIIT
28.9,Female,59.02,1.61,197.84,122.05,71.87,1.21,871.2,Yoga
53.95,Male,56.04,1.75,195.96,154.12,66.12,1.76,1830.4,Cardio
18.39,Male,50.62,1.68,192.69,144.82,63.96,1.22,877.67,Yoga
26.02,Male,76.41,1.63,199.26,138.7,72.0,1.09,956.58,Cardio
47.75,Female,62.57,1.58,191.89,124.02,68.84,1.99,2845.7,HIIT
37.56,Female,83.35,1.74,163.98,150.79,50.98,1.67,1958.41,Strength
45.82,Female,44.79,1.77,184.63,161.81,57.96,1.49,1072.8,Yoga
35.14,Male,64.29,1.59,198.9,144.69,65.94,1.63,2330.9,HIIT
20.86,Male,60.7,1.57,190.85,151.65,64.07,1.92,1996.8,Cardio
19.19,Male,94.69,1.85,189.7,143.8,50.11,1.22,1172.18,Cardio
41.07,Male,54.1,1.55,175.01,169.27,64.86,1.45,1912.41,HIIT
54.99,Female,51.83,1.68,179.8,167.29,49.85,0.76,753.08,Strength
42.07,Male,65.72,1.65,160.89,166.19,66.91,1.11,1196.8,Strength
36.69,Male,54.87,1.57,169.94,149.21,62.04,1.32,1164.77,Cardio
33.27,Male,82.09,1.98,183.81,137.04,51.17,1.59,1857.44,Strength
42.25,Female,64.15,1.71,173.28,169.55,61.93,1.42,1359.79,Cardio
47.04,Female,66.73,1.75,199.32,146.38,55.81,1.14,819.43,Yoga
53.27,Female,73.77,1.76,168.59,151.02,70.24,1.1,1450.79,HIIT
47.42,Female,41.14,1.58,160.05,163.23,68.15,1.03,742.22,Yoga
54.42,Male,115.07,1.92,187.67,135.02,71.08,1.2,1584.0,HIIT
49.11,Male,79.12,1.72,194.49,128.1,68.98,1.45,1278.32,Cardio
50.85,Male,54.48,1.53,167.08,134.74,68.94,1.1,1188.99,Strength
50.6,Female,54.59,1.53,166.94,134.57,68.96,1.11,800.53,Yoga
58.8,Female,50.08,1.95,188.48,167.42,55.0,1.07,942.46,Cardio
45.77,Male,72.92,1.87,187.63,160.99,64.18,1.31,943.99,Yoga
30.39,Female,121.8,2.0,178.81,159.79,60.05,1.24,1638.16,HIIT
47.68,Male,68.0,1.69,170.13,158.79,72.91,0.74,650.02,Cardio
35.91,Female,86.49,1.71,184.9,159.78,73.13,1.88,1464.14,Yoga
40.27,Male,58.37,1.99,198.3,138.03,73.93,1.42,1020.7,Yoga
53.96,Female,46.52,1.5,175.06,165.17,57.98,1.39,1373.6,Strength
54.38,Female,58.27,1.59,185.79,166.21,72.84,1.07,707.48,Yoga
43.34,Female,54.75,1.82,160.27,124.03,66.06,1.08,712.15,Yoga
33.79,Female,64.99,1.78,168.84,143.81,63.99,1.34,1768.8,HIIT
42.94,Male,94.16,1.79,186.65,156.86,62.03,1.3,1290.51,Strength
36.01,Male,48.54,1.68,194.17,143.83,56.14,1.23,809.59,Yoga
37.83,Female,87.7,1.78,181.91,137.92,67.87,1.75,1367.1,Yoga
29.88,Female,79.47,1.62,180.59,165.83,66.27,1.26,1209.6,Cardio
18.0,Male,72.65,1.55,171.94,124.83,56.19,0.84,829.33,Strength
19.95,Male,118.77,1.81,195.84,161.6,53.94,1.35,1455.57,Strength
41.01,Male,82.26,1.87,167.0,128.32,59.03,1.87,1459.72,Yoga
39.89,Female,53.2,1.66,197.76,119.69,70.91,1.27,1677.8,HIIT
57.74,Male,66.3,1.75,168.6,128.46,57.06,0.63,555.41,Cardio
43.29,Female,72.95,1.59,190.97,157.9,66.92,1.3,1573.0,HIIT
44.93,Male,44.59,1.65,161.91,148.31,70.83,1.43,1731.87,HIIT
22.25,Male,96.59,1.63,180.02,162.24,61.88,1.34,1452.02,Strength
51.11,Female,56.33,1.5,182.14,142.0,65.97,1.44,1262.59,Cardio
53.04,Female,79.1,1.65,164.17,125.94,49.8,1.24,818.4,Yoga
46.96,Female,73.93,1.8,173.2,140.08,50.11,1.36,1195.71,Cardio
41.17,Male,66.21,1.69,187.0,142.93,68.14,0.78,943.8,HIIT
18.16,Male,67.02,1.6,182.21,164.17,71.0,0.61,402.6,Yoga
22.61,Male,58.5,1.78,184.89,141.55,58.1,1.68,2398.7,HIIT
47.1,Male,97.74,1.9,199.1,148.19,64.1,0.76,501.14,Yoga
47.96,Female,84.45,1.81,175.85,148.55,70.14,1.9,2223.0,Strength
55.46,Male,107.7,1.73,184.71,126.17,49.93,1.08,778.25,Yoga
31.3,Male,57.68,1.73,190.87,130.81,69.89,1.16,835.2,Yoga
37.05,Male,54.71,1.57,169.85,149.7,61.77,1.31,1582.22,HIIT
56.87,Female,55.96,1.99,170.07,126.13,70.16,1.12,1076.1,Cardio
20.02,Female,76.14,1.62,167.62,131.88,51.0,1.35,972.0,Yoga
27.99,Female,102.29,1.84,169.2,136.24,63.95,1.08,948.67,Cardio
52.81,Female,68.55,1.7,181.17,139.1,57.01,1.05,757.26,Yoga
24.54,Male,60.28,1.51,184.77,161.35,53.92,1.61,1675.69,Cardio
31.63,Male,126.37,1.83,198.1,145.91,61.67,1.1,1188.0,Strength
35.12,Female,71.52,1.79,184.82,124.98,63.07,1.08,1035.94,Cardio
42.51,Male,54.2,1.72,182.98,141.61,74.02,1.37,1206.7,Cardio
33.91,Male,103.65,1.71,184.98,135.16,71.86,0.97,854.38,Cardio
44.98,Female,52.89,1.88,193.53,153.27,70.89,1.07,1412.4,HIIT
37.62,Female,76.31,1.58,198.81,129.61,53.34,0.73,884.1,HIIT
49.09,Female,58.51,1.99,183.09,160.97,67.03,0.94,932.29,Strength
46.0,Female,60.07,1.65,175.22,136.74,69.08,1.69,2414.84,HIIT
39.92,Female,64.1,1.62,185.09,143.41,72.13,1.31,864.6,Yoga
24.24,Male,59.64,1.5,199.14,132.03,60.01,1.24,892.8,Yoga
19.13,Female,65.07,1.63,197.08,131.69,57.12,1.87,2674.1,HIIT
30.69,Male,61.03,1.77,187.03,127.12,56.0,1.71,1777.03,Cardio
45.33,Female,81.04,1.76,183.18,130.99,53.99,1.71,2000.7,Strength
25.08,Female,78.47,1.55,183.51,120.14,51.82,0.56,676.37,HIIT
46.74,Male,79.46,1.77,170.7,148.98,68.28,0.72,476.06,Yoga
32.82,Male,40.63,1.64,180.92,146.4,66.02,1.07,1154.64,Strength
