Category,Rating,Reviews,Installs,Type,Price,Content Rating,Genres,Days_Since_Update,Size_MB
FAMILY,3.6,740,50000,Free,0.0,Everyone,Simulation,2661,71.0
GAME,3.1,50,10000,Free,0.0,Everyone,Music,2893,7.4
FAMILY,4.3,344283,10000000,Free,0.0,Teen,Role Playing,2860,95.0
TOOLS,3.9,319,10000,Paid,2.99,Everyone,Tools,3094,0.0244140625
LIFESTYLE,4.3,665,500000,Free,0.0,Everyone,Lifestyle,2631,3.0
FAMILY,4.5,2751,100000,Free,0.0,Everyone,Education,2681,7.0
PERSONALIZATION,4.2,37237,5000000,Free,0.0,Everyone,Personalization,4214,3.9
FAMILY,4.7,27,5000,Free,0.0,Everyone,Education,3558,0.75390625
SHOPPING,4.2,5121,500000,Free,0.0,Everyone,Shopping,2653,8.8
FAMILY,3.2,1354,100000,Free,0.0,Everyone,Simulation,2988,30.0
GAME,4.0,119368,10000000,Free,0.0,Teen,Action,3160,19.0
EVENTS,4.4,464,100000,Free,0.0,Everyone,Events,2874,8.9
FAMILY,4.5,566,50000,Free,0.0,Everyone,Board;Brain Games,2683,17.0
BUSINESS,4.8,10295,100000,Paid,4.99,Everyone,Business,3111,39.0
SPORTS,3.9,654,10000,Paid,4.99,Everyone,Sports,2858,50.0
ART_AND_DESIGN,4.1,159,10000,Free,0.0,Everyone,Art & Design,2840,19.0
COMICS,4.7,3596,10000,Free,0.0,Teen,Comics,2680,7.8
AUTO_AND_VEHICLES,4.6,197,50000,Free,0.0,Everyone,Auto & Vehicles,2682,3.4
NEWS_AND_MAGAZINES,3.1,735,500000,Free,0.0,Everyone,News & Magazines,2641,6.3
FAMILY,3.1,740,100000,Free,0.0,Teen,Entertainment,2703,20.0
TRAVEL_AND_LOCAL,3.8,39,10000,Free,0.0,Everyone,Travel & Local,3296,12.0
TOOLS,5.0,2,10,Free,0.0,Everyone,Tools,3658,19.0
FAMILY,4.4,765,1000000,Free,0.0,Everyone,Education;Action & Adventure,3193,51.0
FINANCE,3.6,52306,5000000,Free,0.0,Everyone,Finance,2639,42.0
FAMILY,4.4,131,100000,Free,0.0,Everyone,Racing;Action & Adventure,2683,48.0
FAMILY,4.1,28892,5000000,Free,0.0,Teen,Entertainment,2655,6.3
PERSONALIZATION,4.5,67707,1000000,Free,0.0,Everyone,Personalization,3540,4.8
FINANCE,4.4,5,1000,Free,0.0,Everyone,Finance,2732,30.0
BUSINESS,4.6,188841,5000000,Free,0.0,Everyone,Business,2675,3.2
NEWS_AND_MAGAZINES,2.8,33,1000,Free,0.0,Everyone,News & Magazines,2690,33.0
FAMILY,4.1,21,5000,Free,0.0,Everyone,Simulation,3077,26.0
FINANCE,2.7,36,1000,Free,0.0,Everyone,Finance,2656,18.0
BUSINESS,4.3,46353,1000000,Free,0.0,Everyone,Business,3474,21.0
MEDICAL,4.7,8348,500000,Free,0.0,Everyone,Medical,2744,2.6
BUSINESS,4.4,4518,1000000,Free,0.0,Everyone,Business,2787,26.0
GAME,4.3,1218055,100000000,Free,0.0,Everyone,Arcade,2702,45.0
FINANCE,4.4,250706,10000000,Free,0.0,Everyone,Finance,2635,37.0
HEALTH_AND_FITNESS,4.6,48226,1000000,Free,0.0,Everyone,Health & Fitness,2783,28.0
SPORTS,4.2,36183,5000000,Free,0.0,Teen,Sports,2827,20.0
MEDICAL,4.8,12,100,Paid,6.99,Everyone,Medical,4286,44.0
BUSINESS,3.9,91,5000,Free,0.0,Everyone,Business,2689,8.9
LIFESTYLE,4.6,275,5000,Paid,2.99,Everyone,Lifestyle,2649,3.9
TOOLS,3.9,18751,1000000,Free,0.0,Everyone,Tools,2677,3.6
FAMILY,4.5,4656,100000,Paid,2.99,Everyone 10+,Strategy,2870,20.0
GAME,4.4,2123381,100000000,Free,0.0,Everyone,Puzzle,2661,49.0
TOOLS,4.4,13,100,Free,0.0,Everyone,Tools,3892,1.5
VIDEO_PLAYERS,4.5,74531,5000000,Free,0.0,Everyone,Video Players & Editors,2681,32.0
COMMUNICATION,1.0,5,100,Free,0.0,Everyone,Communication,2933,13.0
SPORTS,4.6,1981,100000,Free,0.0,Everyone,Sports,2675,10.0
SPORTS,4.7,19,1000,Free,0.0,Everyone,Sports,2709,12.0
PERSONALIZATION,4.4,1623,1000000,Free,0.0,Mature 17+,Personalization,2673,11.0
LIFESTYLE,4.0,140995,10000000,Free,0.0,Everyone,Lifestyle;Pretend Play,2650,100.0
BUSINESS,4.4,74359,1000000,Free,0.0,Everyone,Business,2639,25.0
PERSONALIZATION,5.0,4,100,Free,0.0,Everyone,Personalization,2733,3.9
BUSINESS,2.7,358,50000,Free,0.0,Everyone,Business,2951,2.0
GAME,4.5,26985,5000000,Free,0.0,Everyone,Casual,2692,41.0
COMMUNICATION,4.4,36880,1000000,Free,0.0,Everyone,Communication,2660,4.0
LIFESTYLE,4.1,23453,1000000,Free,0.0,Everyone,Lifestyle,2913,10.0
FAMILY,3.6,217,10000,Paid,389.99,Everyone,Entertainment,2674,4.9
GAME,3.9,1290,100000,Free,0.0,Everyone,Word,2640,6.4
COMMUNICATION,4.1,28238,1000000,Free,0.0,Everyone,Communication,2633,17.0
FINANCE,4.5,6156,500000,Free,0.0,Everyone,Finance,3083,6.6
LIFESTYLE,3.7,121,10000,Free,0.0,Mature 17+,Lifestyle,2849,3.8
VIDEO_PLAYERS,4.2,193381,50000000,Free,0.0,Teen,Video Players & Editors,2632,17.0
DATING,4.1,2212,100000,Free,0.0,Mature 17+,Dating,2676,41.0
ENTERTAINMENT,4.6,3771,100000,Paid,2.99,Mature 17+,Entertainment,2632,53.0
FAMILY,4.0,17543,5000000,Free,0.0,Everyone,Casual,2822,19.0
MEDICAL,4.6,625,10000,Paid,3.99,Everyone,Medical,3204,8.4
GAME,4.2,2055,100000,Free,0.0,Teen,Strategy,2709,96.0
PERSONALIZATION,4.7,65,5000,Free,0.0,Everyone,Personalization,2725,7.6
LIBRARIES_AND_DEMO,3.8,7750,1000000,Free,0.0,Everyone,Libraries & Demo,5224,0.28515625
PRODUCTIVITY,4.2,115,10000,Free,0.0,Everyone,Productivity,3665,1.4
TRAVEL_AND_LOCAL,3.6,7081,1000000,Free,0.0,Everyone,Travel & Local,2629,51.0
SPORTS,4.3,1387,50000,Free,0.0,Everyone,Sports,2690,14.0
EDUCATION,4.2,3816,500000,Free,0.0,Everyone,Education,3453,2.6
MEDICAL,5.0,2,100,Free,0.0,Mature 17+,Medical,2690,11.0
TOOLS,2.6,5,500,Free,0.0,Everyone,Tools,2765,0.62109375
FINANCE,3.6,117,10000,Free,0.0,Everyone,Finance,2674,25.0
SOCIAL,4.4,214,10000,Free,0.0,Teen,Social,3281,8.7
COMMUNICATION,4.1,901,100000,Free,0.0,Teen,Communication,3096,0.3154296875
TOOLS,4.0,5,500,Free,0.0,Everyone,Tools,3776,1.6
SOCIAL,4.7,896118,5000000,Free,0.0,Everyone,Social,2930,6.6
FAMILY,4.3,19,1000,Free,0.0,Teen,Entertainment,3775,2.5
FAMILY,4.4,623398,10000000,Free,0.0,Everyone,Puzzle;Brain Games,2969,58.0
BUSINESS,3.4,58,10000,Free,0.0,Everyone,Business,3101,3.0
PERSONALIZATION,4.1,4538,1000000,Free,0.0,Everyone,Personalization,2764,3.3
BUSINESS,4.6,4159,500000,Free,0.0,Everyone,Business,2646,48.0
SPORTS,3.9,76340,5000000,Free,0.0,Everyone,Sports,2641,14.0
PRODUCTIVITY,4.0,736,50000,Free,0.0,Everyone,Productivity,2815,6.8
GAME,4.3,697805,50000000,Free,0.0,Everyone,Racing,2663,7.4
GAME,4.1,166251,5000000,Free,0.0,Everyone,Card,2867,19.0
NEWS_AND_MAGAZINES,5.0,4,100,Free,0.0,Everyone,News & Magazines,2681,3.1
MAPS_AND_NAVIGATION,3.3,19,5000,Free,0.0,Everyone,Maps & Navigation,3019,6.0
PERSONALIZATION,3.8,87,10000,Free,0.0,Everyone 10+,Personalization,2691,4.3
PRODUCTIVITY,4.6,16,1000,Free,0.0,Everyone,Productivity,2977,3.2
GAME,4.7,1115,100000,Free,0.0,Everyone,Arcade,3024,39.0
FAMILY,2.0,27,5000,Free,0.0,Teen,Entertainment,2922,31.0
DATING,4.0,187,10000,Free,0.0,Mature 17+,Dating,2640,19.0
FAMILY,5.0,3,500,Free,0.0,Everyone,Entertainment,3850,6.3
GAME,4.5,7687,100000,Paid,1.99,Everyone,Arcade,3154,23.0
LIBRARIES_AND_DEMO,3.8,18,1000,Free,0.0,Everyone,Libraries & Demo,3176,0.484375
GAME,4.4,4638163,100000000,Free,0.0,Everyone 10+,Arcade,2647,96.0
BOOKS_AND_REFERENCE,5.0,12,100,Paid,3.99,Everyone,Books & Reference,3413,50.0
TOOLS,3.4,59,10000,Free,0.0,Everyone,Tools,2920,1.8
EDUCATION,4.4,54798,1000000,Free,0.0,Everyone,Education,2636,11.0
TOOLS,4.3,15,100,Paid,3.99,Everyone,Tools,4152,1.2
GAME,4.5,14201891,100000000,Free,0.0,Everyone,Sports,2635,52.0
FAMILY,3.7,3482,500000,Free,0.0,Everyone,Casual,2628,37.0
FAMILY,4.5,144,1000,Paid,2.99,Teen,Role Playing,2821,70.0
DATING,4.2,57083,1000000,Free,0.0,Mature 17+,Dating,2639,7.9
PERSONALIZATION,4.2,6,50,Paid,0.99,Everyone,Personalization,4452,0.0869140625
GAME,4.2,2460,50000,Paid,0.99,Mature 17+,Action,3254,25.0
PRODUCTIVITY,4.7,7566,500000,Free,0.0,Everyone,Productivity,2645,4.0
TOOLS,2.8,11,1000,Free,0.0,Everyone,Tools,3360,11.0
FAMILY,4.1,13731,1000000,Free,0.0,Everyone,Entertainment;Action & Adventure,2674,55.0
VIDEO_PLAYERS,4.2,1236,100000,Free,0.0,Everyone,Video Players & Editors,4475,0.0322265625
EVENTS,5.0,16,100,Free,0.0,Everyone,Events,2657,2.3
LIFESTYLE,3.8,6554,500000,Free,0.0,Teen,Lifestyle,2676,76.0
FINANCE,4.0,967,100000,Free,0.0,Everyone,Finance,2633,22.0
FAMILY,4.6,171017,10000000,Free,0.0,Teen,Entertainment,2644,13.0
FAMILY,4.3,14,1000,Free,0.0,Teen,Education,2837,4.3
COMMUNICATION,4.4,136662,10000000,Free,0.0,Everyone,Communication,2636,32.0
GAME,4.6,520962,10000000,Free,0.0,Teen,Action,3033,39.0
TOOLS,3.9,7,100,Paid,4.99,Everyone,Tools,5272,0.0791015625
FAMILY,3.1,306,50000,Free,0.0,Everyone,Simulation,3118,2.9
COMICS,4.4,757,10000,Free,0.0,Teen,Comics,2703,10.0
VIDEO_PLAYERS,4.4,569,50000,Free,0.0,Everyone,Video Players & Editors,3628,2.6
GAME,4.3,11379,500000,Free,0.0,Everyone 10+,Arcade,2637,20.0
FAMILY,4.3,109,5000,Free,0.0,Everyone,Education,3037,2.7
MAPS_AND_NAVIGATION,4.3,1240,100000,Free,0.0,Everyone,Maps & Navigation,2906,14.0
PHOTOGRAPHY,3.8,6,1000,Free,0.0,Everyone,Photography,2796,3.5
FAMILY,4.9,7,1000,Free,0.0,Everyone,Education,3370,3.5
FAMILY,4.3,1130,50000,Free,0.0,Teen,Simulation,3850,48.0
WEATHER,4.5,3005,10000,Paid,2.99,Everyone,Weather,2631,26.0
EDUCATION,4.6,25183,1000000,Free,0.0,Everyone,Education,2853,5.4
FAMILY,4.3,3213548,100000000,Free,0.0,Everyone 10+,Entertainment,2641,55.0
DATING,3.9,853,100000,Free,0.0,Mature 17+,Dating,2636,27.0
FAMILY,3.1,269,50000,Free,0.0,Teen,Educational,3058,39.0
AUTO_AND_VEHICLES,4.0,1288,100000,Free,0.0,Everyone,Auto & Vehicles,2736,4.5
PERSONALIZATION,4.5,52,10000,Free,0.0,Everyone,Personalization,3027,7.9
FAMILY,4.3,128,10000,Free,0.0,Everyone,Puzzle,2957,22.0
FINANCE,5.0,104,1000,Free,0.0,Everyone,Finance,2628,2.3
FAMILY,3.6,13,500,Free,0.0,Everyone,Entertainment,3330,4.7
MEDICAL,3.4,1838,100000,Free,0.0,Everyone,Medical,2664,21.0
BUSINESS,3.6,125,10000,Free,0.0,Everyone,Business,3581,5.0
GAME,4.5,549039,50000000,Free,0.0,Teen,Action,2632,23.0
FAMILY,3.9,169,10000,Free,0.0,Everyone,Education,3406,7.7
FAMILY,3.5,173,10000,Free,0.0,Everyone,Educational,2821,49.0
BEAUTY,4.4,2280,500000,Free,0.0,Everyone,Beauty,2713,24.0
PRODUCTIVITY,4.0,616,50000,Free,0.0,Everyone,Productivity,4043,0.1708984375
FAMILY,4.2,120035,5000000,Free,0.0,Everyone,Entertainment;Action & Adventure,2843,45.0
BUSINESS,4.7,3,100,Free,0.0,Everyone,Business,3923,11.0
FAMILY,4.4,860078,10000000,Free,0.0,Everyone,Simulation,2801,30.0
GAME,4.5,148945,10000000,Free,0.0,Everyone,Casual,2649,46.0
SOCIAL,4.2,1259894,50000000,Free,0.0,Mature 17+,Social,2632,76.0
EDUCATION,4.5,756,100000,Free,0.0,Everyone,Education,2678,12.0
PERSONALIZATION,4.4,147,10000,Free,0.0,Everyone,Personalization,2699,16.0
FINANCE,4.5,198,10000,Free,0.0,Everyone,Finance,2657,11.0
PRODUCTIVITY,4.1,66,1000,Paid,1.29,Everyone,Productivity,4405,0.0166015625
COMMUNICATION,3.9,517,10000,Free,0.0,Everyone,Communication,2629,35.0
GAME,4.1,297,50000,Free,0.0,Teen,Action,2760,48.0
FAMILY,4.3,139545,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2817,63.0
EDUCATION,4.4,7005,1000000,Free,0.0,Everyone,Education,3281,6.9
MEDICAL,4.7,156410,5000000,Free,0.0,Everyone,Medical,2632,14.0
PHOTOGRAPHY,5.0,13,100,Free,0.0,Everyone,Photography,2957,2.6
FAMILY,4.2,17108,100000,Free,0.0,Everyone,Strategy,3403,8.3
NEWS_AND_MAGAZINES,4.7,10,1000,Free,0.0,Everyone,News & Magazines,4097,2.3
GAME,3.8,4116,100000,Free,0.0,Everyone,Action,3699,8.8
GAME,3.9,1995,500000,Free,0.0,Teen,Action,2663,92.0
FAMILY,5.0,10,500,Free,0.0,Everyone,Entertainment,3008,5.8
FAMILY,4.3,21,1000,Free,0.0,Everyone,Entertainment,2827,2.5
GAME,4.1,29798,1000000,Free,0.0,Mature 17+,Action,3147,80.0
SPORTS,4.5,2710,100000,Free,0.0,Everyone,Sports,2881,4.8
LIBRARIES_AND_DEMO,4.1,3781,1000000,Free,0.0,Everyone,Libraries & Demo,2742,36.0
COMMUNICATION,4.1,55098,1000000,Free,0.0,Everyone,Communication,2676,4.3
GAME,4.3,13788,1000000,Free,0.0,Everyone,Arcade,3121,55.0
FAMILY,4.5,13,1000,Free,0.0,Everyone,Education,2888,13.0
FAMILY,4.0,97,10000,Free,0.0,Everyone,Education,3395,3.9
DATING,3.7,101,10000,Free,0.0,Mature 17+,Dating,2642,15.0
PARENTING,4.5,76795,1000000,Free,0.0,Everyone,Parenting,2634,18.0
GAME,4.3,798522,100000000,Free,0.0,Everyone 10+,Arcade,2689,57.0
GAME,3.8,4719,500000,Free,0.0,Everyone,Action,2658,54.0
GAME,4.2,685450,100000000,Free,0.0,Everyone,Arcade,2712,37.0
MEDICAL,4.9,57,1000,Free,0.0,Everyone,Medical,3628,6.1
FAMILY,4.1,242722,10000000,Free,0.0,Teen,Role Playing,2657,54.0
FAMILY,4.9,11,5000,Free,0.0,Everyone,Entertainment,2780,4.3
SPORTS,4.4,1690802,50000000,Free,0.0,Everyone,Sports,2706,58.0
GAME,4.6,12,50,Free,0.0,Everyone,Arcade,3000,18.0
FAMILY,4.3,429,100000,Free,0.0,Everyone,Educational,2647,40.0
DATING,4.5,212626,10000000,Free,0.0,Mature 17+,Dating,2635,11.0
GAME,4.5,4447388,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2635,67.0
PERSONALIZATION,4.6,484981,10000000,Free,0.0,Everyone,Personalization,3245,2.1
TOOLS,4.4,24265,1000000,Free,0.0,Everyone,Tools,3006,3.3
GAME,5.0,11,10,Free,0.0,Everyone,Arcade,3142,6.1
TOOLS,2.8,44,10000,Free,0.0,Everyone,Tools,2676,41.0
TOOLS,4.6,351267,10000000,Free,0.0,Everyone,Tools,2807,5.0
DATING,4.4,12632,1000000,Free,0.0,Mature 17+,Dating,2639,29.0
GAME,4.4,4396,100000,Free,0.0,Everyone,Trivia,3110,40.0
BOOKS_AND_REFERENCE,4.0,459,50000,Free,0.0,Everyone,Books & Reference,2892,3.1
BOOKS_AND_REFERENCE,4.6,7,1000,Free,0.0,Everyone,Books & Reference,2769,12.0
LIFESTYLE,5.0,2,100,Free,0.0,Everyone,Lifestyle,2972,22.0
AUTO_AND_VEHICLES,3.7,4806,1000000,Free,0.0,Everyone,Auto & Vehicles,2635,35.0
FAMILY,4.0,576210,50000000,Free,0.0,Everyone,Casual,4439,48.0
FINANCE,4.3,5905,500000,Free,0.0,Everyone,Finance,2639,50.0
FAMILY,4.2,419375,10000000,Free,0.0,Everyone 10+,Casual,3405,31.0
TOOLS,3.5,382,100000,Free,0.0,Everyone,Tools,2812,3.1
BOOKS_AND_REFERENCE,4.4,8788,1000000,Free,0.0,Everyone,Books & Reference,2638,10.0
PRODUCTIVITY,3.0,5,100,Paid,4.99,Everyone,Productivity,4266,7.0
GAME,3.7,31883,1000000,Free,0.0,Teen,Action,3130,20.0
PRODUCTIVITY,2.8,160,10000,Free,0.0,Everyone,Productivity,2639,7.6
COMMUNICATION,4.3,1133539,10000000,Free,0.0,Everyone,Communication,3486,4.7
PRODUCTIVITY,4.6,122424,5000000,Free,0.0,Everyone,Productivity,2772,4.7
PHOTOGRAPHY,4.4,635846,50000000,Free,0.0,Everyone,Photography,2704,14.0
AUTO_AND_VEHICLES,4.3,348,100000,Free,0.0,Everyone,Auto & Vehicles,2637,38.0
FAMILY,3.9,12,1000,Free,0.0,Everyone,Entertainment,2674,3.5
FAMILY,4.9,707,10000,Free,0.0,Everyone,Entertainment,2812,6.0
BUSINESS,2.4,29,500,Free,0.0,Everyone,Business,2661,16.0
FAMILY,4.8,3390,100000,Free,0.0,Everyone,Education,2936,9.2
LIFESTYLE,3.9,987,10000,Free,0.0,Everyone,Lifestyle,2971,4.5
VIDEO_PLAYERS,3.6,1522,100000,Free,0.0,Everyone,Video Players & Editors,2649,65.0
FAMILY,5.0,4,100,Free,0.0,Everyone,Education,2746,5.8
MEDICAL,5.0,4,5,Free,0.0,Everyone,Medical,2632,2.5
COMMUNICATION,4.4,552635,10000000,Free,0.0,Everyone,Communication,2634,29.0
NEWS_AND_MAGAZINES,3.7,24,5000,Free,0.0,Everyone,News & Magazines,3585,10.0
FINANCE,4.6,459,10000,Paid,18.99,Everyone,Finance,2799,2.0
FAMILY,4.5,354454,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2664,71.0
FAMILY,3.6,135,10000,Free,0.0,Everyone 10+,Role Playing,2695,75.0
FAMILY,4.5,9876369,100000000,Free,0.0,Everyone,Casual,2663,99.0
BUSINESS,3.0,2,100,Free,0.0,Everyone,Business,3081,17.0
COMMUNICATION,4.5,115,5000,Free,0.0,Everyone,Communication,3381,2.8
TOOLS,4.3,77717,5000000,Free,0.0,Everyone,Tools,3214,14.0
GAME,3.8,270687,10000000,Free,0.0,Teen,Racing,2646,38.0
SPORTS,3.7,84,1000,Paid,2.99,Everyone,Sports,2740,6.3
FAMILY,4.6,19640,100000,Free,0.0,Teen,Simulation,2709,67.0
GAME,4.6,144,1000,Paid,6.99,Everyone,Adventure,2712,6.3
TRAVEL_AND_LOCAL,4.5,103,1000,Free,0.0,Everyone,Travel & Local,2636,9.8
TOOLS,4.6,16936,1000000,Free,0.0,Everyone,Tools,2822,5.0
FOOD_AND_DRINK,4.6,42,100,Free,0.0,Teen,Food & Drink,2648,3.9
FAMILY,4.7,12948,1000000,Free,0.0,Everyone,Casual;Brain Games,2703,23.0
MEDICAL,4.9,26,1000,Free,0.0,Everyone,Medical,3267,6.1
HEALTH_AND_FITNESS,4.1,2469,100000,Free,0.0,Everyone,Health & Fitness,4104,3.6
NEWS_AND_MAGAZINES,4.2,23291,1000000,Free,0.0,Everyone 10+,News & Magazines,2703,14.0
PERSONALIZATION,4.7,10786,500000,Free,0.0,Mature 17+,Personalization,2707,9.4
PRODUCTIVITY,4.0,8985,1000000,Free,0.0,Everyone,Productivity,3196,5.7
GAME,4.3,137696,5000000,Free,0.0,Mature 17+,Word,2647,55.0
FINANCE,4.5,166,10000,Free,0.0,Everyone,Finance,2840,3.5
GAME,4.2,5449,500000,Free,0.0,Everyone 10+,Action,3321,20.0
FINANCE,4.4,31,1000,Paid,3.99,Everyone,Finance,2651,0.201171875
AUTO_AND_VEHICLES,4.0,1981,100000,Free,0.0,Everyone,Auto & Vehicles,2634,18.0
MAPS_AND_NAVIGATION,3.5,106,5000,Free,0.0,Everyone,Maps & Navigation,2657,24.0
FINANCE,4.0,26,1000,Free,0.0,Everyone,Finance,3063,3.6
HEALTH_AND_FITNESS,4.4,20547,1000000,Free,0.0,Everyone,Health & Fitness,2879,5.7
GAME,4.4,452589,10000000,Free,0.0,Mature 17+,Action,2665,99.0
SOCIAL,4.6,12111,500000,Free,0.0,Everyone,Social,2724,9.1
FAMILY,4.5,166886,10000000,Free,0.0,Everyone 10+,Education,2637,21.0
COMMUNICATION,4.0,6,1000,Free,0.0,Everyone,Communication,2653,4.2
PERSONALIZATION,4.3,26601,1000000,Free,0.0,Everyone,Personalization,2650,5.4
SPORTS,4.5,2943,100000,Free,0.0,Everyone,Sports,2712,8.1
TOOLS,4.7,175,10000,Free,0.0,Everyone,Tools,2638,4.3
LIFESTYLE,4.6,518,50000,Free,0.0,Everyone,Lifestyle,3128,4.2
SOCIAL,3.8,108,10000,Free,0.0,Teen,Social,2699,2.8
GAME,4.6,408292,10000000,Paid,0.99,Mature 17+,Action,2654,29.0
TOOLS,4.1,14,1000,Free,0.0,Everyone,Tools,2860,3.8
GAME,3.0,49,5000,Free,0.0,Everyone,Trivia,2908,7.1
DATING,4.4,35205,1000000,Free,0.0,Everyone,Dating,2706,7.2
TOOLS,4.1,295,50000,Free,0.0,Everyone,Tools,2783,3.8
FINANCE,3.1,72,10000,Free,0.0,Everyone,Finance,2803,2.4
GAME,4.4,5566908,100000000,Free,0.0,Everyone,Arcade,2703,97.0
TOOLS,3.8,131,1000,Paid,5.99,Everyone,Tools,3146,3.3
TRAVEL_AND_LOCAL,4.4,49190,1000000,Free,0.0,Everyone,Travel & Local,2681,25.0
WEATHER,4.5,2332,500000,Free,0.0,Teen,Weather,2632,20.0
SPORTS,4.2,1008012,50000000,Free,0.0,Everyone,Sports,2873,13.0
PERSONALIZATION,4.2,35,500,Paid,1.49,Everyone,Personalization,2731,5.2
PHOTOGRAPHY,4.4,3158047,100000000,Free,0.0,Everyone,Photography,2635,53.0
FAMILY,4.3,10,100,Paid,12.99,Everyone,Simulation,2631,20.0
LIFESTYLE,5.0,10,1000,Free,0.0,Everyone,Lifestyle,2703,21.0
GAME,3.4,13,1000,Free,0.0,Everyone,Racing,3305,27.0
BOOKS_AND_REFERENCE,4.4,47,1000,Paid,3.08,Everyone,Books & Reference,3430,1.4
LIFESTYLE,4.4,16637,1000000,Free,0.0,Everyone,Lifestyle,3043,10.0
LIFESTYLE,4.7,113,1000,Free,0.0,Everyone,Lifestyle,3304,20.0
FAMILY,4.0,1130,100000,Free,0.0,Teen,Educational,2712,77.0
TRAVEL_AND_LOCAL,3.4,39,1000,Paid,2.56,Everyone,Travel & Local,4472,32.0
BUSINESS,4.0,13,1000,Free,0.0,Everyone,Business,2933,5.7
FAMILY,4.3,726,5000,Paid,4.99,Everyone,Simulation,3234,19.0
PHOTOGRAPHY,4.5,3378,1000000,Free,0.0,Mature 17+,Photography,2641,30.0
ENTERTAINMENT,4.2,32458,5000000,Free,0.0,Everyone,Entertainment,2677,18.0
FAMILY,4.0,660613,50000000,Free,0.0,Everyone,Simulation,3152,21.0
NEWS_AND_MAGAZINES,2.9,61,10000,Free,0.0,Everyone,News & Magazines,3180,4.1
FINANCE,3.5,805,50000,Free,0.0,Everyone,Finance,2649,6.5
FAMILY,4.6,66,10000,Free,0.0,Everyone,Educational;Education,2791,17.0
BUSINESS,4.0,1,100,Free,0.0,Everyone,Business,3138,5.4
TOOLS,2.7,198,100000,Free,0.0,Everyone,Tools,4196,2.8
PERSONALIZATION,4.7,229,500000,Free,0.0,Everyone,Personalization,2704,1.1
FAMILY,4.4,450013,10000000,Free,0.0,Everyone,Puzzle,2655,37.0
HEALTH_AND_FITNESS,3.5,217,50000,Free,0.0,Teen,Health & Fitness,2977,9.4
PHOTOGRAPHY,4.6,847159,10000000,Free,0.0,Everyone,Photography,2898,4.2
GAME,4.2,640974,50000000,Free,0.0,Everyone,Racing,2691,47.0
FAMILY,4.2,5,50,Paid,1.49,Everyone,Puzzle,4168,40.0
GAME,4.3,955614,10000000,Free,0.0,Teen,Action,2670,82.0
BUSINESS,4.1,13,100,Free,0.0,Everyone,Business,2734,3.8
GAME,4.3,8119154,500000000,Free,0.0,Everyone,Action,2661,62.0
MEDICAL,4.4,7,1000,Free,0.0,Everyone,Medical,2827,8.9
NEWS_AND_MAGAZINES,4.2,61692,10000000,Free,0.0,Everyone,News & Magazines,2641,27.0
FAMILY,4.6,19,500,Free,0.0,Everyone,Entertainment,3350,1.6
SPORTS,4.1,91935,10000000,Free,0.0,Everyone,Sports,2731,39.0
SOCIAL,5.0,5,5,Free,0.0,Everyone,Social,2631,1.8
GAME,3.8,898,100000,Free,0.0,Teen,Adventure,3222,33.0
SHOPPING,4.3,85,50000,Free,0.0,Everyone,Shopping,2670,2.9
BUSINESS,4.2,100,10000,Free,0.0,Everyone,Business,2645,6.3
FAMILY,4.5,226,100000,Free,0.0,Everyone,Education;Education,3062,26.0
NEWS_AND_MAGAZINES,4.5,53,10000,Free,0.0,Teen,News & Magazines,2677,5.9
AUTO_AND_VEHICLES,4.5,189,10000,Free,0.0,Everyone,Auto & Vehicles,2663,16.0
MEDICAL,3.7,3,500,Free,0.0,Everyone,Medical,2703,7.3
MAPS_AND_NAVIGATION,4.7,4501,100000,Free,0.0,Teen,Maps & Navigation,2641,26.0
GAME,4.6,169661,10000000,Free,0.0,Everyone,Arcade,2634,40.0
COMMUNICATION,3.5,11,1000,Free,0.0,Everyone,Communication,2640,5.2
SPORTS,4.3,148083,10000000,Free,0.0,Everyone,Sports,2642,57.0
FAMILY,4.2,580,10000,Free,0.0,Everyone,Entertainment,4685,2.1
FINANCE,4.7,3661,50000,Free,0.0,Everyone,Finance,2684,14.0
ENTERTAINMENT,3.7,197774,10000000,Free,0.0,Mature 17+,Entertainment,2671,44.0
FAMILY,3.0,2,100,Free,0.0,Everyone,Simulation,2648,33.0
TOOLS,4.0,593,100000,Free,0.0,Everyone,Tools,2745,3.3
TRAVEL_AND_LOCAL,4.3,15680,1000000,Free,0.0,Everyone,Travel & Local,2660,11.0
AUTO_AND_VEHICLES,3.2,250,100000,Free,0.0,Everyone,Auto & Vehicles,2730,1.1
EDUCATION,4.2,240,10000,Free,0.0,Everyone,Education,3824,29.0
FAMILY,4.4,3397,50000,Paid,3.99,Everyone,Casual;Pretend Play,3965,9.5
PERSONALIZATION,5.0,1,100,Paid,0.99,Everyone,Personalization,2680,60.0
VIDEO_PLAYERS,3.5,54,10000,Free,0.0,Everyone,Video Players & Editors,4561,0.181640625
LIFESTYLE,4.7,57,10000,Free,0.0,Everyone,Lifestyle,2951,5.8
TOOLS,4.7,3696,50000,Free,0.0,Everyone,Tools,2990,29.0
PHOTOGRAPHY,4.4,1490722,50000000,Free,0.0,Everyone,Photography,2647,21.0
